id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,udps.packet_datasize,udps.chunk,udps.segment,udps.result_url_list,udps.result_url
10,0,"fe80::42b0:34ff:fe24:6b69","40:b0:34:24:6b:69","40:b0:34",546,"ff02::1:2","33:33:00:01:00:02","33:33:00",547,17,6,0,0,1698911361596,1698911361596,0,1,163,1698911361596,1698911361596,0,1,163,0,0,0,0,0,"DHCPV6","Network",0,6,"","","","","","[123]","[]",0,"[]",-1
11,0,"192.168.107.236","e0:be:03:15:97:dd","e0:be:03",62132,"239.255.255.250","01:00:5e:7f:ff:fa","01:00:5e",1900,17,4,0,0,1698911232405,1698911308771,76366,24,4296,1698911232405,1698911308771,76366,24,4296,0,0,0,0,0,"SSDP","System",0,6,"239.255.255.250:1900","","","","","[139, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145, 145]","[]",0,"[]",-1
12,0,"192.168.107.232","e0:be:03:12:66:07","e0:be:03",62075,"239.192.152.143","01:00:5e:40:98:8f","01:00:5e",6771,17,4,0,0,1698911207994,1698911214013,6019,3,537,1698911207994,1698911214013,6019,3,537,0,0,0,0,0,"BitTorrent","Download",0,6,"","","","","","[139, 145, 145]","[]",0,"[]",-1
13,0,"192.168.107.232","e0:be:03:12:66:07","e0:be:03",6771,"239.192.152.143","01:00:5e:40:98:8f","01:00:5e",6771,17,4,0,0,1698911207995,1698911214014,6019,6,1074,1698911207995,1698911214014,6019,6,1074,0,0,0,0,0,"BitTorrent","Download",0,6,"","","","","","[139, 145, 145, 145, 145, 145]","[]",0,"[]",-1
14,0,"192.168.107.13","d8:cb:8a:0d:2a:31","d8:cb:8a",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1698911211142,1698911212151,1009,4,340,1698911211142,1698911212151,1009,4,340,0,0,0,0,0,"MDNS","Network",0,6,"_microsoft_mcc._tcp.local","","","","","[45, 51, 51, 51]","[]",0,"[]",-1
15,0,"192.168.107.189","64:00:6a:5d:33:5b","64:00:6a",52227,"224.0.0.252","01:00:5e:00:00:fc","01:00:5e",5355,17,4,0,0,1698911329529,1698911329629,100,4,276,1698911329529,1698911329629,100,4,276,0,0,0,0,0,"LLMNR","Network",0,6,"npi699e01","","","","","[29, 35, 35, 35]","[]",0,"[]",-1
16,0,"192.168.107.142","30:9c:23:4d:9c:dc","30:9c:23",14971,"159.226.251.13","28:d0:f5:6a:e1:e7","28:d0:f5",993,6,4,0,0,1698911233679,1698911236678,2999,52,6132,1698911233679,1698911236678,2999,20,2348,1698911233681,1698911236628,2947,32,3784,"IMAPS","Email",0,6,"","","","","","[54, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20]","[]",378,"[]",-1
17,0,"192.168.107.142","30:9c:23:4d:9c:dc","30:9c:23",4249,"159.226.251.13","28:d0:f5:6a:e1:e7","28:d0:f5",993,6,4,0,0,1698911236415,1698911238160,1745,39,4599,1698911236415,1698911238160,1745,15,1761,1698911236418,1698911238116,1698,24,2838,"IMAPS","Email",0,6,"","","","","","[54, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20]","[]",378,"[]",-1
18,0,"192.168.107.200","74:86:e2:1e:5d:62","74:86:e2",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1698911223144,1698911224148,1004,4,340,1698911223144,1698911224148,1004,4,340,0,0,0,0,0,"MDNS","Network",0,6,"_microsoft_mcc._tcp.local","","","","","[45, 51, 51, 51]","[]",0,"[]",-1
19,0,"192.168.107.70","50:9a:4c:2b:26:c2","50:9a:4c",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1698911226333,1698911227347,1014,2,170,1698911226333,1698911227347,1014,2,170,0,0,0,0,0,"MDNS","Network",0,6,"_microsoft_mcc._tcp.local","","","","","[45, 51]","[]",0,"[]",-1
20,0,"192.168.107.142","30:9c:23:4d:9c:dc","30:9c:23",1727,"159.226.251.13","28:d0:f5:6a:e1:e7","28:d0:f5",993,6,4,0,0,1698911233430,1698911236787,3357,706,78974,1698911233430,1698911236787,3357,77,7504,1698911233431,1698911236733,3302,629,71470,"IMAPS","Email",0,6,"","","","","","[54, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 65, 26, 252, 65, 26, 73, 60, 26, 73, 100, 26, 131, 101, 26, 130, 105, 26, 135, 100, 26, 129, 106, 26, 135, 60, 26, 73, 66, 26, 171, 205, 26, 155, 70, 26, 273, 73, 26, 77, 77, 77, 77, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 20, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 20, 20, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 20, 78, 78, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 74, 20, 20, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 71, 26, 271, 60, 26, 73, 66, 26, 171, 205, 26, 155, 75, 26, 272, 72, 26, 77, 77, 20, 77, 77, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 20, 78, 74, 20, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 70, 26, 271, 60, 26, 73, 66, 26, 171, 205, 26, 155, 76, 26, 271, 71, 26, 77, 77, 77, 77, 77, 77, 77, 77, 77, 74, 20, 20, 20, 60, 26, 73, 20]","[]",1370,"[]",-1
21,0,"192.168.107.51","74:86:e2:1e:55:5b","74:86:e2",138,"192.168.107.255","ff:ff:ff:ff:ff:ff","ff:ff:ff",138,17,4,0,0,1698911402729,1698911405743,3014,8,1920,1698911402729,1698911405743,3014,8,1920,0,0,0,0,0,"NetBIOS.SMBv1","System",0,6,"desktop-00eojv5","","","","","[200, 206, 206, 206, 206, 206, 206, 206]","[]",0,"[]",-1
22,0,"192.168.107.142","30:9c:23:4d:9c:dc","30:9c:23",1498,"159.226.251.13","28:d0:f5:6a:e1:e7","28:d0:f5",993,6,4,0,0,1698911233946,1698911236761,2815,597,72909,1698911233946,1698911236761,2815,58,4824,1698911233947,1698911236760,2813,539,68085,"IMAPS","Email",0,6,"","","","","","[54, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 70, 26, 273, 671, 26, 91, 91, 91, 91, 91, 91, 91, 91, 91, 92, 20, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 20, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 92, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 20, 20, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 20, 20, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 93, 103, 93, 93, 93, 93, 74, 20, 20]","[]",47339,"[]",-1
23,0,"192.168.107.142","30:9c:23:4d:9c:dc","30:9c:23",1734,"159.226.251.13","28:d0:f5:6a:e1:e7","28:d0:f5",993,6,4,0,0,1698911236696,1698911238354,1658,39,4599,1698911236696,1698911238354,1658,15,1761,1698911236697,1698911238307,1610,24,2838,"IMAPS","Email",0,6,"","","","","","[54, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20]","[]",378,"[]",-1
24,0,"192.168.107.51","74:86:e2:1e:55:5b","74:86:e2",5353,"224.0.0.251","01:00:5e:00:00:fb","01:00:5e",5353,17,4,0,0,1698911232143,1698911233155,1012,4,340,1698911232143,1698911233155,1012,4,340,0,0,0,0,0,"MDNS","Network",0,6,"_microsoft_mcc._tcp.local","","","","","[45, 51, 51, 51]","[]",0,"[]",-1
25,0,"fe80::6e4b:90ff:fef4:2040","6c:4b:90:f4:20:40","6c:4b:90",546,"ff02::1:2","33:33:00:01:00:02","33:33:00",547,17,6,0,0,1698911412117,1698911412117,0,1,116,1698911412117,1698911412117,0,1,116,0,0,0,0,0,"DHCPV6","Network",0,6,"","","","","","[76]","[]",0,"[]",-1
26,0,"192.168.107.142","30:9c:23:4d:9c:dc","30:9c:23",3634,"159.226.251.13","28:d0:f5:6a:e1:e7","28:d0:f5",993,6,4,0,0,1698911236588,1698911238474,1886,576,64958,1698911236588,1698911238474,1886,60,6218,1698911236590,1698911238420,1830,516,58740,"IMAPS","Email",0,6,"","","","","","[54, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 66, 26, 171, 20, 60, 26, 73, 65, 26, 252, 65, 26, 73, 60, 26, 73, 100, 26, 131, 101, 26, 130, 105, 26, 135, 100, 26, 129, 106, 26, 135, 60, 26, 73, 66, 26, 171, 205, 26, 155, 70, 26, 273, 73, 26, 77, 77, 77, 77, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 20, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 20, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 79, 79, 79, 79, 79, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 20, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 20, 20, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 79, 74, 20, 20, 20, 20, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 71, 26, 271, 60, 26, 73, 66, 26, 171, 205, 26, 155, 75, 26, 272, 72, 26, 77, 77, 77, 77, 77, 77, 77, 77, 77, 78, 78, 78, 78, 78, 78, 78, 74, 20, 20, 60, 26, 73, 66, 26, 171, 205, 26, 155, 70, 26, 271, 60, 26, 73, 66, 26, 171, 205, 26, 155, 76, 26, 271, 60, 26, 73, 20]","[]",577,"[]",-1
